Area Type,Area,NAICS,NAICS Title,Year,Establishments,Average Employment,Total Wage,Annual Average Salary                                                                                                                                                  
Labor Market Area,New York City Region,322,Paper Manufacturing,2003,94,3457,$144307903,$41744
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2003,944,12168,$623181265,$51215
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2003,5,89,$8546327,$96026
Labor Market Area,New York City Region,325,Chemical Manufacturing,2003,129,5522,$385226224,$69762
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2003,113,2623,$76313613,$29094
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2003,132,1880,$81373347,$43284
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2003,40,426,$21268676,$49926
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2003,478,8532,$312897856,$36673
Labor Market Area,New York City Region,333,Machinery Manufacturing,2003,165,2813,$107093716,$38071
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2003,137,3972,$275608615,$69388
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2003,82,3214,$158745411,$49392
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2003,65,2072,$100145331,$48333
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2003,459,5017,$170000474,$33885
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2003,1232,16912,$648647986,$38354
Labor Market Area,New York City Region,42,Wholesale Trade,2003,16260,136799,$8737165935,$63869
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2003,6465,56700,$3421905635,$60351
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2003,7044,69606,$4615388371,$66307
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2003,2751,10492,$699871929,$66705
Labor Market Area,New York City Region,44,Retail Trade,2003,27735,262651,$7911754610,$30123
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2003,869,11799,$533962607,$45255
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2003,1400,10632,$362475572,$34093
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2003,1317,11493,$461134615,$40123
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2003,1083,11782,$375806291,$31897
Labor Market Area,New York City Region,445,Food and Beverage Stores,2003,7240,57051,$1189407541,$20848
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2003,2865,29165,$967944379,$33189
Labor Market Area,New York City Region,447,Gasoline Stations,2003,730,3251,$59281934,$18235
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2003,5583,60480,$1946764689,$32189
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2003,1603,13648,$311532072,$22826
Labor Market Area,New York City Region,452,General Merchandise Stores,2003,977,28926,$709703485,$24535
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2003,3318,16588,$559952034,$33756
Labor Market Area,New York City Region,454,Nonstore Retailers,2003,750,7837,$433789391,$55351
Labor Market Area,New York City Region,48,Transportation and Warehousing,2003,4344,99977,$4232204677,$42332
Labor Market Area,New York City Region,481,Air Transportation,2003,160,25145,$1529946500,$60845
Labor Market Area,New York City Region,483,Water Transportation,2003,49,1994,$123425051,$61898
Labor Market Area,New York City Region,484,Truck Transportation,2003,1016,9034,$320873284,$35518
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2003,1270,23620,$747001050,$31626
Labor Market Area,New York City Region,486,Pipeline Transportation,2003,3,21,$1296635,$61745
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2003,56,1101,$27725190,$25182
Labor Market Area,New York City Region,488,Support Activities for Transportation,2003,1064,15964,$679788640,$42583
Labor Market Area,New York City Region,492,Couriers and Messengers,2003,573,20129,$681576098,$33860
Labor Market Area,New York City Region,493,Warehousing and Storage,2003,152,2965,$120383449,$40602
Labor Market Area,New York City Region,51,Information,2003,5409,152741,$12878708573,$84317
Labor Market Area,New York City Region,511,Publishing Industries,2003,1154,52986,$4700098624,$88705
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2003,2164,29004,$2462197790,$84892
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2003,186,26276,$2388503749,$90901
Labor Market Area,New York City Region,516,Internet Publishing and Broadcasting,2003,161,2300,$204572803,$88945
Labor Market Area,New York City Region,517,Telecommunications,2003,787,25850,$2123843719,$82160
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2003,737,7540,$657942391,$87260
Labor Market Area,New York City Region,519,Other Information Services,2003,221,8785,$341549497,$38879
Labor Market Area,New York City Region,52,Finance and Insurance,2003,9751,311818,$52099479539,$167083
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2003,2531,88971,$9786962164,$110002
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2003,4134,157940,$35790955239,$226611
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2003,2902,54921,$5531107199,$100710
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2003,181,7880,$794439043,$100817
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2003,19555,112689,$5325847433,$47261
Labor Market Area,New York City Region,531,Real Estate,2003,18535,100749,$4770884540,$47354
Labor Market Area,New York City Region,532,Rental and Leasing Services,2003,895,9554,$341489981,$35743
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2003,125,2386,$213472912,$89469
Labor Market Area,New York City Region,54,Professional and Technical Services,2003,23482,275329,$23414198807,$85041
Labor Market Area,New York City Region,541,Professional and Technical Services,2003,23482,275329,$23414198807,$85041
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2003,864,57925,$8100063224,$139837
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2003,864,57925,$8100063224,$139837
Labor Market Area,New York City Region,56,Administrative and Waste Services,2003,7530,181729,$6676515745,$36739
Labor Market Area,New York City Region,561,Administrative and Support Services,2003,7270,176737,$6470880237,$36613
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2003,261,4993,$205635508,$41185
Labor Market Area,New York City Region,61,Educational Services,2003,2489,120271,$4706328275,$39131
Labor Market Area,New York City Region,611,Educational Services,2003,2489,120271,$4706328275,$39131
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2003,17477,508024,$19947463803,$39265
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2003,13016,126437,$5439710781,$43023
Labor Market Area,New York City Region,622,Hospitals,2003,92,157964,$8451670317,$53504
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2003,1035,74618,$2502375158,$33536
Labor Market Area,New York City Region,624,Social Assistance,2003,3335,149005,$3553707547,$23850
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2003,3965,56567,$3080186246,$54452
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2003,3086,30111,$2350333259,$78056
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2003,159,10183,$387505892,$38054
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2003,720,16272,$342347095,$21039
Labor Market Area,New York City Region,72,Accommodation and Food Services,2003,13462,199026,$4805132575,$24143
Labor Market Area,New York City Region,721,Accommodation,2003,494,38038,$1559600020,$41001
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2003,12968,160988,$3245532555,$20160
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2003,26653,132153,$4468928106,$33816
Labor Market Area,New York City Region,811,Repair and Maintenance,2003,3482,14821,$417636363,$28179
Labor Market Area,New York City Region,812,Personal and Laundry Services,2003,7532,39929,$991250901,$24825
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2003,5174,62121,$2757963635,$44397
Labor Market Area,New York City Region,814,Private Households,2003,10466,15283,$302077207,$19766
Labor Market Area,New York City Region,953,Local Government,2003,119,444293,$21507148332,$48408
Labor Market Area,New York City Region,99,Unclassified,2003,13901,20337,$591261910,$29073
Labor Market Area,New York City Region,0,"Total, All Industries",2003,212026,3423984,$206687831976,$60365
Labor Market Area,New York City Region,1,"Total, All Private",2003,211605,2878034,$179834791011,$62485
Labor Market Area,New York City Region,95,"Total, All Government",2003,421,545950,$26853040965,$49186
Labor Market Area,New York City Region,951,Federal Government,2003,183,59465,$3277430546,$55115
Labor Market Area,New York City Region,952,State Government,2003,119,42192,$2068462087,$49025
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2002,40,173,$6368944,$36815
Labor Market Area,New York City Region,111,Crop Production,2002,15,79,$1804159,$22837
Labor Market Area,New York City Region,112,Animal Production,2002,11,24,$503816,$20992
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2002,11,60,$3174385,$52906
Labor Market Area,New York City Region,21,Mining,2002,16,68,$4206091,$61854
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2002,8,38,$2097647,$55201
Labor Market Area,New York City Region,213,Support Activities for Mining,2002,5,24,$1873114,$78046
Labor Market Area,New York City Region,22,Utilities,2002,63,14626,$1168653470,$79902
Labor Market Area,New York City Region,221,Utilities,2002,63,14626,$1168653470,$79902
Labor Market Area,New York City Region,23,Construction,2002,10798,111386,$6247063932,$56085
Labor Market Area,New York City Region,236,Construction of Buildings,2002,3590,28588,$1629184311,$56988
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2002,353,8513,$579556713,$68079
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2002,6855,74284,$4038322908,$54363
Labor Market Area,New York City Region,31,Manufacturing,2002,8534,138344,$5588021224,$40392
Labor Market Area,New York City Region,311,Food Manufacturing,2002,926,14194,$451242444,$31791
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2002,30,1369,$136937816,$100028
Labor Market Area,New York City Region,313,Textile Mills,2002,402,5097,$330522319,$64846
Labor Market Area,New York City Region,314,Textile Product Mills,2002,179,2128,$78610177,$36941
Labor Market Area,New York City Region,315,Apparel Manufacturing,2002,2509,39484,$1341488066,$33975
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2002,88,1157,$40326970,$34855
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2002,93,1260,$57006884,$45244
Labor Market Area,New York City Region,322,Paper Manufacturing,2002,105,3860,$156762661,$40612
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2002,994,13485,$669471100,$49646
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2002,5,86,$9159255,$106503
Labor Market Area,New York City Region,325,Chemical Manufacturing,2002,141,5705,$355459841,$62307
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2002,124,2845,$83279937,$29272
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2002,143,2120,$83796836,$39527
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2002,42,437,$19128301,$43772
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2002,506,8866,$319717223,$36061
Labor Market Area,New York City Region,333,Machinery Manufacturing,2002,187,3118,$113451609,$36386
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2002,144,3973,$247856370,$62385
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2002,89,3632,$161842902,$44560
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2002,70,2240,$104814958,$46792
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2002,476,5237,$173213951,$33075
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2002,1285,18051,$653931604,$36227
Labor Market Area,New York City Region,42,Wholesale Trade,2002,16654,139060,$8610356789,$61918
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2002,6643,58295,$3469039188,$59508
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2002,7225,69860,$4443137673,$63601
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2002,2786,10906,$698179928,$64018
Labor Market Area,New York City Region,44,Retail Trade,2002,28225,263084,$7735161142,$29402
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2002,880,11618,$527698183,$45421
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2002,1412,10907,$371915129,$34099
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2002,1389,11697,$472485705,$40394
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2002,1104,11549,$364363328,$31549
Labor Market Area,New York City Region,445,Food and Beverage Stores,2002,7294,57740,$1185682823,$20535
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2002,2836,28353,$899335142,$31719
Labor Market Area,New York City Region,447,Gasoline Stations,2002,770,3455,$62308330,$18034
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2002,5762,60111,$1856652226,$30887
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2002,1667,13957,$318530262,$22822
Labor Market Area,New York City Region,452,General Merchandise Stores,2002,976,29241,$699162537,$23910
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2002,3373,16957,$566726169,$33421
Labor Market Area,New York City Region,454,Nonstore Retailers,2002,764,7500,$410301308,$54707
Labor Market Area,New York City Region,48,Transportation and Warehousing,2002,4446,101007,$4244947434,$42026
Labor Market Area,New York City Region,481,Air Transportation,2002,172,25188,$1545701039,$61367
Labor Market Area,New York City Region,483,Water Transportation,2002,48,2101,$120842741,$57517
Labor Market Area,New York City Region,484,Truck Transportation,2002,1057,9184,$330001262,$35932
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2002,1271,22910,$701574891,$30623
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2002,53,1096,$29393289,$26819
Labor Market Area,New York City Region,488,Support Activities for Transportation,2002,1093,16522,$689153915,$41711
Labor Market Area,New York City Region,492,Couriers and Messengers,2002,601,20500,$671017674,$32733
Labor Market Area,New York City Region,493,Warehousing and Storage,2002,147,3475,$155693707,$44804
Labor Market Area,New York City Region,51,Information,2002,5777,164596,$12888128742,$78302
Labor Market Area,New York City Region,511,Publishing Industries,2002,1218,54848,$4555751604,$83061
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2002,2263,32857,$2489487756,$75767
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2002,176,25881,$2302756233,$88975
Labor Market Area,New York City Region,516,Internet Publishing and Broadcasting,2002,178,2344,$209987065,$89585
Labor Market Area,New York City Region,517,Telecommunications,2002,809,30614,$2271894133,$74211
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2002,905,8611,$708232340,$82247
Labor Market Area,New York City Region,519,Other Information Services,2002,229,9441,$350019611,$37074
Labor Market Area,New York City Region,52,Finance and Insurance,2002,10000,325166,$53914471858,$165806
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2002,2545,92020,$9750209985,$105958
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2002,4249,166497,$37826856822,$227192
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2002,3020,56372,$5387302393,$95567
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2002,184,8058,$748354862,$92871
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2002,19506,111561,$5216942493,$46763
Labor Market Area,New York City Region,531,Real Estate,2002,18463,99731,$4652249089,$46648
Labor Market Area,New York City Region,532,Rental and Leasing Services,2002,925,9514,$326203095,$34287
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2002,118,2317,$238490309,$102931
Labor Market Area,New York City Region,54,Professional and Technical Services,2002,23976,278385,$23073307441,$82883
Labor Market Area,New York City Region,541,Professional and Technical Services,2002,23976,278385,$23073307441,$82883
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2002,855,55494,$8733086054,$157370
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2002,855,55494,$8733086054,$157370
Labor Market Area,New York City Region,56,Administrative and Waste Services,2002,7626,188532,$6630023289,$35167
Labor Market Area,New York City Region,561,Administrative and Support Services,2002,7363,183789,$6446351376,$35075
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2002,263,4743,$183671913,$38725
Labor Market Area,New York City Region,61,Educational Services,2002,2442,117752,$4409451223,$37447
Labor Market Area,New York City Region,611,Educational Services,2002,2442,117752,$4409451223,$37447
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2002,17116,498566,$18708128389,$37524
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2002,12839,119901,$5110233211,$42620
Labor Market Area,New York City Region,622,Hospitals,2002,87,156576,$7932930410,$50665
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2002,1013,75427,$2429259250,$32207
Labor Market Area,New York City Region,624,Social Assistance,2002,3178,146662,$3235705518,$22062
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2002,3882,54446,$2771888034,$50911
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2002,3018,30193,$2133267687,$70654
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2002,154,10256,$362910011,$35385
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2002,710,13997,$275710336,$19698
Labor Market Area,New York City Region,72,Accommodation and Food Services,2002,13327,194970,$4593847076,$23562
Labor Market Area,New York City Region,721,Accommodation,2002,494,37254,$1460104612,$39193
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2002,12833,157716,$3133742464,$19870
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2002,26800,133443,$4342198913,$32540
Labor Market Area,New York City Region,811,Repair and Maintenance,2002,3618,15632,$426896140,$27309
Labor Market Area,New York City Region,812,Personal and Laundry Services,2002,7467,40106,$980735457,$24454
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2002,5141,62448,$2628913553,$42098
Labor Market Area,New York City Region,814,Private Households,2002,10574,15258,$305653763,$20032
Labor Market Area,New York City Region,953,Local Government,2002,115,451070,$21026318171,$46614
Labor Market Area,New York City Region,99,Unclassified,2002,11703,17027,$594562351,$34919
Labor Market Area,New York City Region,0,"Total, All Industries",2002,212166,3462186,$205864564165,$59461
Labor Market Area,New York City Region,1,"Total, All Private",2002,211784,2907686,$179480814889,$61726
Labor Market Area,New York City Region,95,"Total, All Government",2002,382,554500,$26383749276,$47581
Labor Market Area,New York City Region,951,Federal Government,2002,149,60564,$3272990210,$54042
Labor Market Area,New York City Region,952,State Government,2002,118,42866,$2084440895,$48627
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2001,38,187,$8350613,$44656
Labor Market Area,New York City Region,111,Crop Production,2001,14,72,$1593949,$22138
Labor Market Area,New York City Region,112,Animal Production,2001,10,21,$451324,$21492
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2001,12,88,$5065732,$57565
Labor Market Area,New York City Region,21,Mining,2001,19,99,$8601584,$86885
Labor Market Area,New York City Region,211,Oil and Gas Extraction,2001,5,19,$3323131,$174902
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2001,8,54,$3192108,$59113
Labor Market Area,New York City Region,213,Support Activities for Mining,2001,6,26,$2086345,$80244
Labor Market Area,New York City Region,22,Utilities,2001,56,14707,$1091986857,$74249
Labor Market Area,New York City Region,221,Utilities,2001,56,14707,$1091986857,$74249
Labor Market Area,New York City Region,23,Construction,2001,10942,117799,$6521273582,$55359
Labor Market Area,New York City Region,236,Construction of Buildings,2001,3606,29455,$1632769427,$55433
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2001,364,7778,$530880337,$68254
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2001,6972,80566,$4357623818,$54088
Labor Market Area,New York City Region,31,Manufacturing,2001,9312,154428,$5893346186,$38162
Labor Market Area,New York City Region,311,Food Manufacturing,2001,956,15002,$460334961,$30685
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2001,30,1242,$124804462,$100487
Labor Market Area,New York City Region,313,Textile Mills,2001,469,6032,$384129648,$63682
Labor Market Area,New York City Region,314,Textile Product Mills,2001,200,2411,$83192882,$34506
Labor Market Area,New York City Region,315,Apparel Manufacturing,2001,2902,47322,$1456434450,$30777
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2001,98,1384,$40251845,$29084
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2001,99,1366,$58953642,$43158
Labor Market Area,New York City Region,322,Paper Manufacturing,2001,115,4160,$163167949,$39223
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2001,1046,14345,$711889037,$49626
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2001,5,68,$4736630,$69656
Labor Market Area,New York City Region,325,Chemical Manufacturing,2001,150,5813,$340425638,$58563
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2001,131,3121,$87506521,$28038
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2001,148,2229,$86648513,$38873
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2001,46,546,$24938753,$45675
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2001,525,9586,$331426544,$34574
Labor Market Area,New York City Region,333,Machinery Manufacturing,2001,194,3331,$120917344,$36301
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2001,162,4501,$260341772,$57841
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2001,95,4008,$162904148,$40645
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2001,76,2320,$105273017,$45376
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2001,490,5577,$171230527,$30703
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2001,1378,20065,$713837903,$35576
Labor Market Area,New York City Region,42,Wholesale Trade,2001,17466,146684,$8776076922,$59830
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2001,6977,62360,$3628011960,$58179
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2001,7522,73119,$4442400553,$60756
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2001,2968,11206,$705664409,$62972
Labor Market Area,New York City Region,44,Retail Trade,2001,29045,267402,$7699929958,$28795
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2001,925,11749,$522721222,$44491
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2001,1499,11874,$405524317,$34152
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2001,1401,12503,$525670512,$42044
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2001,1141,11017,$341551647,$31002
Labor Market Area,New York City Region,445,Food and Beverage Stores,2001,7512,57791,$1150194119,$19903
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2001,2804,27710,$853859945,$30814
Labor Market Area,New York City Region,447,Gasoline Stations,2001,826,3644,$62697796,$17206
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2001,5855,61140,$1791666812,$29304
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2001,1736,15168,$332216505,$21902
Labor Market Area,New York City Region,452,General Merchandise Stores,2001,1003,28532,$628406200,$22025
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2001,3516,17910,$601722414,$33597
Labor Market Area,New York City Region,454,Nonstore Retailers,2001,827,8365,$483698469,$57824
Labor Market Area,New York City Region,48,Transportation and Warehousing,2001,4653,110722,$4515113431,$40779
Labor Market Area,New York City Region,481,Air Transportation,2001,185,30331,$1778476429,$58636
Labor Market Area,New York City Region,483,Water Transportation,2001,48,2253,$131275398,$58267
Labor Market Area,New York City Region,484,Truck Transportation,2001,1083,9822,$340425184,$34659
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2001,1342,23421,$689742630,$29450
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2001,54,1183,$28712566,$24271
Labor Market Area,New York City Region,488,Support Activities for Transportation,2001,1151,17638,$709833505,$40245
Labor Market Area,New York City Region,492,Couriers and Messengers,2001,631,22338,$680874898,$30481
Labor Market Area,New York City Region,493,Warehousing and Storage,2001,155,3707,$154250537,$41611
Labor Market Area,New York City Region,51,Information,2001,6345,185244,$14571203126,$78660
Labor Market Area,New York City Region,511,Publishing Industries,2001,1305,59539,$5318904104,$89335
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2001,2437,37110,$2680776062,$72239
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2001,189,25423,$2286941630,$89956
Labor Market Area,New York City Region,516,Internet Publishing and Broadcasting,2001,223,3374,$276613275,$81984
Labor Market Area,New York City Region,517,Telecommunications,2001,790,36311,$2581859331,$71104
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2001,1165,13640,$1067996598,$78299
Labor Market Area,New York City Region,519,Other Information Services,2001,237,9846,$358112126,$36371
Labor Market Area,New York City Region,52,Finance and Insurance,2001,9908,356838,$64770785924,$181513
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2001,2290,97484,$10881877734,$111627
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2001,4418,191281,$47396299346,$247784
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2001,3009,57987,$5693343848,$98183
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2001,189,7759,$608013218,$78362
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2001,19827,114751,$5339434684,$46531
Labor Market Area,New York City Region,531,Real Estate,2001,18719,101519,$4621032536,$45519
Labor Market Area,New York City Region,532,Rental and Leasing Services,2001,978,10245,$354397694,$34592
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2001,130,2987,$364004454,$121863
Labor Market Area,New York City Region,54,Professional and Technical Services,2001,24712,299923,$24714180554,$82402
Labor Market Area,New York City Region,541,Professional and Technical Services,2001,24712,299923,$24714180554,$82402
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2001,904,51006,$7534398416,$147716
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2001,904,51006,$7534398416,$147716
Labor Market Area,New York City Region,56,Administrative and Waste Services,2001,8012,199303,$6934956066,$34796
Labor Market Area,New York City Region,561,Administrative and Support Services,2001,7744,193972,$6734373852,$34718
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2001,268,5330,$200582214,$37633
Labor Market Area,New York City Region,61,Educational Services,2001,2428,113447,$4051327648,$35711
Labor Market Area,New York City Region,611,Educational Services,2001,2428,113447,$4051327648,$35711
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2001,16952,486318,$17680533540,$36356
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2001,12804,114279,$4728020842,$41373
Labor Market Area,New York City Region,622,Hospitals,2001,82,157151,$7607598015,$48409
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2001,980,73338,$2295769714,$31304
Labor Market Area,New York City Region,624,Social Assistance,2001,3086,141551,$3049144969,$21541
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2001,3945,55475,$2825434978,$50932
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2001,3068,30676,$2163130967,$70515
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2001,147,10742,$376449428,$35045
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2001,730,14057,$285854583,$20335
Labor Market Area,New York City Region,72,Accommodation and Food Services,2001,13612,195306,$4586417488,$23483
Labor Market Area,New York City Region,721,Accommodation,2001,480,38761,$1545622004,$39876
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2001,13132,156545,$3040795484,$19424
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2001,27305,134547,$4127789225,$30679
